School_Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Angels School,389,33,23,33,35,27,18,26,,,,,,,195
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Assumption School,8701,36,36,41,37,35,46,46,42,47,43,4,,,413
2017_2018,Public,Calgary School District No. 19,3030,Cambrian Heights School,9208,17,24,22,24,21,25,20,,,,,,,153
2017_2018,Public,Calgary School District No. 19,3030,Huntington Hills School,9219,20,35,24,34,50,41,37,,,,,,,241
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ascension of Our Lord,333,48,38,52,57,52,50,61,125,129,109,6,,,727
2017_2018,Public,Calgary School District No. 19,3030,Dr. E. P. Scarlett High School,9858,,,,,,,,,,,546,580,549,1675
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Angela Elementary,8510,22,17,15,20,19,14,10,,,,,,,117
2017_2018,Public,Calgary School District No. 19,3030,James Fowler High School,9825,,,,,,,,,,,215,193,330,738
2017_2018,Public,Calgary School District No. 19,3030,Rosemont School,9231,17,34,31,37,38,32,33,,,,,,,222
2016_2017,Public,Calgary School District No. 19,3030,Mayland Heights School,9223,74,74,88,82,74,48,17,,,,,,,457
2017_2018,Public,Calgary School District No. 19,3030,Louise Dean School,9626,,,,,,,,,,1,15,48,58,122
2016_2017,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,19,,,,,,,,,,,,,19
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. John XXIII School,8726,26,33,28,43,56,27,54,92,109,104,,,,572
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Father Scollen School,8730,51,16,25,31,21,17,21,158,157,150,2,,,649
2016_2017,Public,Calgary School District No. 19,3030,North Haven School,9225,62,34,40,32,62,61,47,,,,,,,338
2016_2017,Public,Calgary School District No. 19,3030,G.W. Skene School,9351,,,,65,74,59,,,,,,,,198
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Mark Elementary School,8536,61,37,29,31,32,33,34,,,,,,,257
2016_2017,Public,Calgary School District No. 19,3030,Briar Hill School,9205,43,33,38,30,37,34,38,,,,,,,253
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Light of Christ Catholic School,1486,55,56,86,57,80,74,72,83,78,80,3,,,724
2016_2017,Public,Calgary School District No. 19,3030,Dr. Martha Cohen School,2070,,,,,,111,99,101,75,,,,,386
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Vincent De Paul Elementary Junior High School,8528,22,23,16,30,32,26,33,47,52,49,,,,330
2017_2018,Public,Calgary School District No. 19,3030,Scenic Acres School,597,34,22,28,24,42,,,,,,,,,150
2016_2017,Public,Calgary School District No. 19,3030,All Boys Alternative Program,1579,14,22,27,30,44,25,15,,,,,,,177
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Spirit Catholic School,5280,46,41,70,65,67,69,52,,,,,,,410
2017_2018,Public,Calgary School District No. 19,3030,Braeside School,9305,36,31,35,34,35,34,26,,,,,,,231
2016_2017,Public,Calgary School District No. 19,3030,West Ridge School,2087,,,,,,99,97,73,53,,,,,322
2017_2018,Public,Calgary School District No. 19,3030,Woodman School,9631,,,,,,27,15,126,143,226,,,,537
2016_2017,Public,Calgary School District No. 19,3030,Sundance School,9267,63,92,88,80,78,43,47,,,,,,,491
2017_2018,Public,Calgary School District No. 19,3030,Nellie McClung School,9333,59,60,61,55,60,53,55,,,,,,,403
2016_2017,Public,Calgary School District No. 19,3030,West Dalhousie School,9344,30,34,44,59,42,56,56,,,,,,,321
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Maria Goretti Elementary School,8556,49,62,74,70,59,75,60,,,,,,,449
2016_2017,Public,Calgary School District No. 19,3030,Evergreen School,1500,111,137,128,140,111,,,,,,,,,627
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Philip School,8724,59,66,75,71,95,49,48,,,,,,,463
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Good Shepherd School,1462,66,81,95,103,103,80,80,75,77,,,,,760
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Margaret School,8714,56,86,86,75,48,58,37,44,41,18,16,,,565
2017_2018,Public,Calgary School District No. 19,3030,Wildwood School,9141,41,67,45,59,70,43,55,,,,,,,380
2017_2018,Public,Calgary School District No. 19,3030,Wood's Homes School,9035,,,,,1,1,,8,6,5,10,15,10,56
2016_2017,Public,Calgary School District No. 19,3030,Hillhurst School,9218,18,26,24,30,67,81,52,,,,,,,298
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Fatima,1226,62,69,76,83,88,87,87,,,,,,,552
2017_2018,Public,Calgary School District No. 19,3030,W.O. Mitchell School,9257,56,75,78,97,101,27,17,,,,,,,451
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Evergreens Catholic School,1485,75,73,90,90,92,71,75,,,,,,,566
2016_2017,Public,Calgary School District No. 19,3030,Sunalta School,9368,27,48,42,53,48,43,43,,,,,,,304
2016_2017,Public,Calgary School District No. 19,3030,Dalhousie School,9240,73,78,73,85,115,92,,,,,,,,516
2016_2017,Public,Calgary School District No. 19,3030,Ernest Morrow School,9644,,,,,,,141,206,173,174,,,,694
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Evergreens Catholic School,1485,52,74,80,92,85,85,70,,,,,,,538
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gerard Bilingual School,8517,15,24,18,24,17,7,12,,,,,,,117
2017_2018,Public,Calgary School District No. 19,3030,Cedarbrae School,9338,27,31,39,40,47,29,31,,,,,,,244
2017_2018,Public,Calgary School District No. 19,3030,Banff Trail School,9202,76,66,66,65,57,61,62,,,,,,,453
2017_2018,Public,Calgary School District No. 19,3030,Ethel M. Johnson School,9310,35,44,34,38,58,51,59,,,,,,,319
2017_2018,Public,Calgary School District No. 19,3030,R. T. Alderman School,9653,,,,,,71,59,57,52,57,,,,296
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Margaret School,8714,68,57,85,80,71,46,55,31,40,39,,,,572
2016_2017,Public,Calgary School District No. 19,3030,Louis Riel School,9625,69,64,63,63,96,102,106,98,113,100,,,,874
2016_2017,Public,Calgary School District No. 19,3030,Buffalo Rubbing Stone School,2029,92,100,83,107,59,,,,,,,,,441
2017_2018,Public,Calgary School District No. 19,3030,Riverbend School,9386,55,76,54,79,68,58,39,,,,,,,429
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Trinity School,8506,21,23,24,29,25,32,25,,,,,,,179
2016_2017,Public,Calgary School District No. 19,3030,Henry Wise Wood High School,9836,,,,,,,,,,,341,367,377,1085
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop Kidd School,8702,,,,,,,,126,113,111,,,,350
2016_2017,Public,Calgary School District No. 19,3030,Battalion Park School,537,95,104,115,112,89,98,87,,,,,,,700
2017_2018,Public,Calgary School District No. 19,3030,Chaparral School,1331,70,71,57,71,82,79,53,,,,,,,483
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Brigid,1119,35,44,54,58,52,55,75,53,62,55,,,,543
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Prince of Peace School,2080,107,87,83,92,76,74,62,44,36,4,35,,,700
2016_2017,Public,Calgary School District No. 19,3030,Ted Harrison School,1677,,,,,,144,148,163,129,164,,,,748
2017_2018,Public,Calgary School District No. 19,3030,Ted Harrison School,1677,,,,,,138,142,152,150,129,,,,711
2017_2018,Public,Calgary School District No. 19,3030,Crescent Heights High School,9815,,,,,,,,,,,408,388,529,1325
2017_2018,Public,Calgary School District No. 19,3030,Captain John Palliser School,9210,58,68,75,83,70,104,98,,,,,,,556
2017_2018,Public,Calgary School District No. 19,3030,West Ridge School,2087,,,,,,150,131,144,84,77,,,,586
2017_2018,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,17,,,,,,,,,,,,,17
2016_2017,Public,Calgary School District No. 19,3030,Lake Bonavista School,9334,61,78,49,63,53,26,22,,,,,,,352
2016_2017,Public,Calgary School District No. 19,3030,Bowcroft School,9111,45,53,42,36,33,26,24,,,,,,,259
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. William School,8529,16,22,22,29,15,19,16,,,,,,,139
2017_2018,Public,Calgary School District No. 19,3030,Hillhurst School,9218,15,21,28,26,61,74,80,,,,,,,305
2017_2018,Private,Calgary French & International School Society,9632,Calgary French & International School,796,77,72,64,69,68,64,56,62,38,48,19,5,14,656
2016_2017,Public,Calgary School District No. 19,3030,Rundle School,9358,79,70,68,93,87,72,60,,,,,,,529
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Anne Academic Centre,8906,,2,1,2,1,3,3,1,4,2,110,433,1326,1888
2016_2017,Public,Calgary School District No. 19,3030,West View School,9687,,,,,,,,,,3,6,24,37,70
2017_2018,Public,Calgary School District No. 19,3030,Louis Riel School,9625,45,52,70,50,94,108,102,113,85,108,,,,827
2017_2018,Public,Calgary School District No. 19,3030,Queen Elizabeth High School,9806,,,,,,,,149,185,156,115,123,106,834
2017_2018,Public,Calgary School District No. 19,3030,Edgemont School,9379,90,109,105,106,116,138,,,,,,,,664
2017_2018,Public,Calgary School District No. 19,3030,Roland Michener School,9250,33,19,56,35,34,44,,,,,,,,221
2017_2018,Public,Calgary School District No. 19,3030,Sundance School,9267,55,63,86,77,67,72,35,,,,,,,455
2016_2017,Public,Calgary School District No. 19,3030,King George School,9608,104,101,82,79,70,76,52,,,,,,,564
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Junior High Fresh Start Outreach Program,1688,,,,,,,,,1,1,,,,2
2016_2017,Public,Calgary School District No. 19,3030,Georges P. Vanier School,9635,,,,,,,,164,158,185,,,,507
2016_2017,Public,Calgary School District No. 19,3030,Taradale School,1450,145,132,132,142,129,,,,,,,,,680
2016_2017,Public,Calgary School District No. 19,3030,Colonel Irvine School,9622,,,,,,166,132,173,148,118,,,,737
2016_2017,Public,Calgary School District No. 19,3030,Wildwood School,9141,62,55,75,76,68,60,42,,,,,,,438
2017_2018,Public,Calgary School District No. 19,3030,John Ware School,9603,,,,,,,,159,162,123,,,,444
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Basil Elementary/Junior High School,1337,60,65,79,82,81,89,86,89,106,83,,,,820
2016_2017,Public,Calgary School District No. 19,3030,Coventry Hills School,1038,168,147,141,159,,,,,,,,,,615
2016_2017,Private,Calgary Chinese Alliance School Society,164,Calgary Chinese Alliance School,5001,,,,,,,,,,,2,1,,3
2016_2017,Public,Calgary School District No. 19,3030,Queen Elizabeth High School,9806,,,,,,,,189,162,150,155,93,137,886
2017_2018,Public,Calgary School District No. 19,3030,Sunalta School,9368,40,39,55,44,52,44,43,,,,,,,317
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ecole St. Pius X School,8524,41,53,52,50,50,37,38,,,,,,,321
2016_2017,Public,Calgary School District No. 19,3030,Cecil Swanson School,9373,79,71,70,58,45,59,48,,,,,,,430
2017_2018,Public,Calgary School District No. 19,3030,Willow Park School,9331,,,,,,90,110,147,145,144,,,,636
2017_2018,Public,Calgary School District No. 19,3030,Stanley Jones School,9233,39,46,44,37,54,55,75,58,50,55,,,,513
2017_2018,Public,Calgary School District No. 19,3030,Kenneth D. Taylor School,2088,122,123,112,82,70,,,,,,,,,509
2016_2017,Public,Calgary School District No. 19,3030,Senator Patrick Burns School,9640,,,,,,,162,160,145,156,,,,623
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Clare,1118,91,93,74,100,101,72,108,,,,,,,639
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jude School,8546,24,27,24,27,25,23,21,,,,,,,171
2016_2017,Public,Calgary School District No. 19,3030,Richmond School,9100,43,33,24,30,23,20,27,1,,,,,,201
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. J. O'Brien,589,69,64,58,67,65,75,87,106,118,133,,,,842
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Patrick School,8507,65,30,37,34,35,29,32,,,,,,,262
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bede Elementary School,8545,38,47,50,30,51,50,52,,,,,,,318
2017_2018,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,15,,,,,,,,,,,,,15
2017_2018,Public,Calgary School District No. 19,3030,Arbour Lake Middle School,1330,,,,,,128,152,152,176,203,,,,811
2017_2018,Private,"Maria Montessori Education Centre of Calgary, Ltd.",212,Maria Montessori School - cSPACE King Edward Location,2167,3,,,,,,,,,,,,,3
2016_2017,Public,Calgary School District No. 19,3030,Panorama Hills School,1452,87,95,107,121,151,,,,,,,,,561
2016_2017,Public,Calgary School District No. 19,3030,Deer Run School,9265,55,58,52,58,52,43,40,,,,,,,358
2017_2018,Public,Calgary School District No. 19,3030,Dr. George Stanley School,2084,,,,,148,147,112,95,83,77,,,,662
2017_2018,Public,Calgary School District No. 19,3030,Elbow Park School,9119,26,26,27,39,18,36,14,,,,,,,186
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Wilfrid Elementary School,8541,74,21,35,35,27,26,36,,,,,,,254
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Spirit Catholic School,5280,38,50,41,65,66,66,72,,,,,,,398
2016_2017,Public,Calgary School District No. 19,3030,Robert Thirsk School,1679,,,,,,,,,,,345,396,436,1177
2016_2017,Public,Calgary School District No. 19,3030,Olympic Heights School,9382,74,80,79,100,83,121,113,,,,,,,650
2017_2018,Public,Calgary School District No. 19,3030,Altadore School,9109,66,59,66,53,49,42,48,,,,,,,383
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bernadette School,8709,19,21,21,20,22,26,26,,,,,,,155
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady Queen of Peace Elementary School,5270,77,90,137,94,112,109,104,76,,,,,,799
2017_2018,Public,Calgary School District No. 19,3030,Alternative High School,9863,,,,,,,,,,1,10,31,65,107
2017_2018,Public,Calgary School District No. 19,3030,Harold Panabaker School,9643,,,,,,,,114,54,68,,,,236
2017_2018,Public,Calgary School District No. 19,3030,Western Canada High School,9816,,,,,,,,,,,798,665,636,2099
2017_2018,Public,Calgary School District No. 19,3030,Dr. Martha Cohen School,2070,,,,,,165,138,116,117,105,,,,641
2017_2018,Public,Calgary School District No. 19,3030,Discovering Choices 2,1161,,,,,,,,,,,12,31,308,351
2017_2018,Public,Calgary School District No. 19,3030,Ramsay School,9130,19,24,29,16,17,13,10,,,,,,,128
2017_2018,Public,Calgary School District No. 19,3030,Samuel W. Shaw School,1451,,,,,,118,133,215,189,194,,,,849
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Peace Elementary Junior High School,8732,22,37,42,49,48,49,50,81,97,98,,,,573
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Hubert Elementary School,8502,25,21,20,13,28,29,20,,,,,,,156
2017_2018,Public,Calgary School District No. 19,3030,Ron Southern School,2146,30,39,23,26,13,18,,,,,,,,149
2016_2017,Public,Calgary School District No. 19,3030,Robert Warren School,9655,,,,,,94,77,58,63,53,,,,345
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Apostles of Jesus,2155,95,56,57,61,54,50,47,32,53,36,,,,541
2017_2018,Public,Calgary School District No. 19,3030,Mountain Park School,1333,,,,,,152,133,168,153,182,,,,788
2016_2017,Public,Calgary School District No. 19,3030,Scenic Acres School,597,24,28,23,43,24,,,,,,,,,142
2016_2017,Public,Calgary School District No. 19,3030,Canyon Meadows School,9355,70,75,73,76,106,,,,,,,,,400
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Michael School,8717,31,46,55,52,44,34,43,65,76,75,7,,,528
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Kateri Tekakwitha School,8552,33,41,41,55,58,48,58,,,,,,,334
2017_2018,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Mark Elementary School,8536,69,32,38,39,35,37,39,,,,,,,289
2016_2017,Public,Calgary School District No. 19,3030,Catherine Nichols Gunn School,9232,38,63,52,60,49,54,38,,,,,,,354
2016_2017,Public,Calgary School District No. 19,3030,Haultain Memorial School,9362,71,35,32,27,22,36,31,,,,,,,254
2017_2018,Public,Calgary School District No. 19,3030,Silver Springs School,9256,31,39,35,44,30,23,30,,,,,,,232
2016_2017,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Peace Elementary Junior High School,8732,30,40,44,53,48,48,45,88,93,2,105,,,596
2016_2017,Public,Calgary School District No. 19,3030,Monterey Park School,538,68,83,77,78,70,71,93,,,,,,,540
